datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,preciptype,windgust,windspeed,cloudcover,visibility,uvindex,sunrise,sunset,conditions,description,icon,Close/Last,Volume,Open,High,Low,GasPrice
2020-11-03,"Austin, TX",80.0,42.5,60.3,80.0,42.5,60.3,35.9,45.4,0.0,,20.8,9.6,6.3,9.8,7.0,2020-11-03T06:47:12,2020-11-03T17:41:27,Clear,Clear conditions throughout the day.,clear-day,141.3,103055170,136.5767,142.59,135.5633,2.88
2020-11-04,"Austin, TX",80.8,46.4,63.7,79.9,46.4,63.6,47.3,58.1,0.0,,25.3,9.7,5.5,9.8,7.0,2020-11-04T06:48:00,2020-11-04T17:40:42,Clear,Clear conditions throughout the day.,clear-day,140.3267,96429190,143.54,145.1333,139.0333,2.63
2020-11-05,"Austin, TX",81.7,54.9,67.3,81.4,54.9,67.3,56.3,70.4,0.0,,19.7,9.5,28.6,9.7,6.0,2020-11-05T06:48:48,2020-11-05T17:39:59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,146.03,85243569,142.7667,146.6667,141.3334,2.69
2020-11-06,"Austin, TX",79.7,61.6,69.4,79.7,61.6,69.4,57.8,68.4,0.0,,14.5,6.2,66.4,9.5,6.0,2020-11-06T06:49:36,2020-11-06T17:39:16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,143.3167,65118037,145.3667,145.5233,141.4267,2.67
2020-11-09,"Austin, TX",84.7,65.4,73.6,84.4,65.4,73.6,61.0,67.2,0.0,,25.4,13.1,51.5,9.8,5.0,2020-11-09T06:52:03,2020-11-09T17:37:18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,140.42,104499100,146.5,150.8333,140.3333,2.63
2020-11-10,"Austin, TX",79.2,64.4,71.2,79.2,64.4,71.2,54.5,60.2,0.0,,22.5,10.6,84.3,9.7,5.0,2020-11-10T06:52:52,2020-11-10T17:36:41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,136.7867,90852669,140.03,140.03,132.01,2.74
2020-11-11,"Austin, TX",82.9,57.9,69.0,81.7,57.9,68.9,45.0,42.9,0.0,,14.3,7.3,26.2,9.9,7.0,2020-11-11T06:53:42,2020-11-11T17:36:06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,139.0433,52073165,138.8167,139.565,136.86,2.75
2020-11-12,"Austin, TX",83.0,61.8,70.9,83.5,61.8,71.0,56.9,62.5,0.0,,21.9,7.4,44.3,9.6,8.0,2020-11-12T06:54:32,2020-11-12T17:35:33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,137.2533,59821506,138.35,141.0,136.5067,2.81
2020-11-13,"Austin, TX",83.5,63.4,73.0,84.0,63.4,73.2,63.5,73.5,0.0,,17.0,8.4,83.5,8.6,5.0,2020-11-13T06:55:22,2020-11-13T17:35:01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,136.1667,59491056,136.95,137.5106,133.8867,2.82
2020-11-16,"Austin, TX",74.4,41.3,56.3,74.4,41.3,56.3,28.0,38.9,0.0,,13.2,3.4,0.9,9.9,7.0,2020-11-16T06:57:53,2020-11-16T17:33:34,Clear,Clear conditions throughout the day.,clear-day,136.03,80515928,136.31,137.4833,134.6956,2.62
2020-11-17,"Austin, TX",76.6,41.2,57.6,76.6,41.2,57.6,30.2,40.7,0.0,,17.0,8.5,4.0,9.9,7.0,2020-11-17T06:58:43,2020-11-17T17:33:08,Clear,Clear conditions throughout the day.,clear-day,147.2033,183564858,153.39,154.0,144.3367,2.55
2020-11-18,"Austin, TX",80.0,42.6,61.2,80.0,42.6,61.2,42.0,51.5,0.0,,20.8,10.0,2.3,9.9,6.0,2020-11-18T06:59:34,2020-11-18T17:32:44,Clear,Clear conditions throughout the day.,clear-day,162.2133,234132083,149.45,165.3333,147.8334,2.37
2020-11-19,"Austin, TX",82.2,56.9,68.1,81.2,56.9,68.0,55.2,66.7,0.0,,23.5,12.8,40.4,8.9,6.0,2020-11-19T07:00:25,2020-11-19T17:32:22,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,166.4233,187426069,164.0,169.537,162.5233,2.19
2020-11-20,"Austin, TX",81.4,60.6,70.2,81.2,60.6,70.2,58.5,69.0,0.0,,23.0,8.9,52.6,8.7,7.0,2020-11-20T07:01:15,2020-11-20T17:32:01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,163.2033,98735770,165.9967,167.5,163.02,2.22
2020-11-23,"Austin, TX",67.0,52.0,57.7,67.0,52.0,57.7,48.8,72.4,0.0,,23.0,9.8,70.9,9.6,5.0,2020-11-23T07:03:47,2020-11-23T17:31:09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,173.95,150780915,167.8333,175.3333,167.2633,2.23
2020-11-24,"Austin, TX",83.3,59.4,70.7,84.5,59.4,70.9,62.3,76.0,0.032,rain,29.8,14.3,71.4,8.8,5.0,2020-11-24T07:04:37,2020-11-24T17:30:55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,185.1266,160945486,180.1333,186.6633,175.4,2.47
2020-11-25,"Austin, TX",73.0,51.2,63.8,73.0,51.2,63.8,42.3,47.8,0.0,,22.5,13.0,33.7,9.9,6.0,2020-11-25T07:05:27,2020-11-25T17:30:42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,191.3333,146790495,183.3533,191.3333,181.79,2.47
2020-11-30,"Austin, TX",56.7,33.5,45.7,56.7,30.5,43.0,22.4,43.0,0.001,rain,33.3,15.2,1.8,9.9,6.0,2020-11-30T07:09:33,2020-11-30T17:30:06,Rain,Clear conditions throughout the day with early morning rain.,rain,189.2,189009169,200.7366,202.6,184.8366,2.89
2020-12-01,"Austin, TX",63.9,28.5,45.8,63.9,28.5,45.5,27.1,53.5,0.0,,27.0,16.8,6.4,9.9,6.0,2020-12-01T07:10:21,2020-12-01T17:30:04,Clear,Clear conditions throughout the day.,clear-day,194.92,121148502,199.1966,199.2833,190.6833,2.89
2020-12-02,"Austin, TX",65.2,45.0,52.8,65.2,42.0,52.4,38.4,62.7,0.0,,26.2,13.1,36.3,9.9,5.0,2020-12-02T07:11:09,2020-12-02T17:30:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,189.6066,143326964,185.48,190.5133,180.4033,2.75
2020-12-03,"Austin, TX",57.5,39.8,47.0,57.5,34.5,44.3,30.8,54.0,0.0,,25.1,13.4,14.4,9.9,6.0,2020-12-03T07:11:56,2020-12-03T17:30:05,Clear,Clear conditions throughout the day.,clear-day,197.7933,127656013,196.6733,199.6566,194.1433,2.46
2020-12-04,"Austin, TX",59.6,36.2,45.5,59.6,31.8,44.3,30.3,57.9,0.0,,19.5,7.7,5.8,9.9,6.0,2020-12-04T07:12:42,2020-12-04T17:30:08,Clear,Clear conditions throughout the day.,clear-day,199.68,88203939,197.0033,199.68,195.1666,2.48
2020-12-07,"Austin, TX",70.9,41.8,53.3,70.9,38.6,52.3,32.9,49.5,0.0,,23.7,7.9,0.0,9.9,6.0,2020-12-07T07:14:58,2020-12-07T17:30:28,Clear,Clear conditions throughout the day.,clear-day,213.92,168929147,201.6399,216.2618,201.0166,2.39
2020-12-08,"Austin, TX",78.3,42.4,56.8,78.3,39.3,56.3,32.5,45.9,0.0,,17.2,7.5,1.8,9.9,6.0,2020-12-08T07:15:42,2020-12-08T17:30:37,Clear,Clear conditions throughout the day.,clear-day,216.6266,192795109,208.5016,217.0933,206.1666,2.36
2020-12-09,"Austin, TX",81.2,46.1,60.8,79.1,44.1,60.3,30.7,36.0,0.0,,14.1,5.5,1.0,9.9,6.0,2020-12-09T07:16:25,2020-12-09T17:30:49,Clear,Clear conditions throughout the day.,clear-day,201.4933,213873591,217.8966,218.1066,196.0,2.45
2020-12-10,"Austin, TX",78.6,45.8,62.4,78.6,45.8,62.4,44.1,52.1,0.0,,28.8,15.7,4.2,9.9,6.0,2020-12-10T07:17:07,2020-12-10T17:31:02,Clear,Clear conditions throughout the day.,clear-day,209.0233,201249470,191.4566,209.25,188.78,2.45
2020-12-11,"Austin, TX",71.3,56.8,64.4,71.3,56.8,64.4,59.5,84.3,0.058,rain,21.9,7.0,54.9,7.8,2.0,2020-12-11T07:17:48,2020-12-11T17:31:17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,203.33,139424924,205.0033,208.0,198.9333,2.54
2020-12-14,"Austin, TX",51.2,36.0,42.1,51.2,30.1,38.7,31.6,66.5,0.0,,37.5,16.3,30.6,9.9,5.0,2020-12-14T07:19:46,2020-12-14T17:32:11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,213.2766,156121966,206.3333,214.2499,203.4,2.69
2020-12-15,"Austin, TX",58.6,38.8,46.7,58.6,36.6,46.1,38.5,74.2,0.0,,28.9,9.1,59.3,8.0,5.0,2020-12-15T07:20:23,2020-12-15T17:32:32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,211.0833,135670694,214.4266,215.6333,207.9333,2.63
2020-12-16,"Austin, TX",56.3,36.1,44.8,56.3,32.7,42.2,25.7,48.3,0.0,,25.5,13.2,0.9,9.9,6.0,2020-12-16T07:21:00,2020-12-16T17:32:55,Clear,Clear conditions throughout the day.,clear-day,207.59,126287443,209.41,210.8333,201.6666,2.73
2020-12-17,"Austin, TX",63.8,29.8,45.4,63.8,29.8,45.2,28.4,56.6,0.0,,15.9,7.0,0.0,9.9,6.0,2020-12-17T07:21:35,2020-12-17T17:33:19,Clear,Clear conditions throughout the day.,clear-day,218.6333,168810437,209.3966,219.6066,206.5,2.7
2020-12-18,"Austin, TX",64.3,36.0,52.1,64.3,36.0,52.0,43.4,72.9,0.001,rain,23.9,13.1,56.4,9.6,5.0,2020-12-18T07:22:09,2020-12-18T17:33:44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,231.6666,666378667,222.9666,231.6666,209.5133,2.73
2020-12-21,"Austin, TX",73.9,39.2,53.5,73.9,39.2,53.3,36.2,56.5,0.0,,17.9,6.7,8.3,9.9,6.0,2020-12-21T07:23:43,2020-12-21T17:35:10,Clear,Clear conditions throughout the day.,clear-day,216.62,174135797,222.08,222.8333,215.3566,2.68
2020-12-22,"Austin, TX",74.0,42.6,58.4,74.0,42.6,58.4,47.5,69.5,0.001,rain,23.0,13.4,40.7,9.5,6.0,2020-12-22T07:24:12,2020-12-22T17:35:41,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,213.4466,155584936,216.0,216.6266,204.7433,2.76
2020-12-23,"Austin, TX",79.8,51.0,66.2,79.8,51.0,66.2,48.6,58.6,0.0,,40.4,20.7,60.8,9.8,6.0,2020-12-23T07:24:40,2020-12-23T17:36:13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,215.3266,99518920,210.7333,217.1666,207.5233,2.76
2020-12-24,"Austin, TX",56.0,35.4,45.4,56.0,29.7,41.7,13.4,28.7,0.0,,35.5,18.2,2.6,9.9,6.0,2020-12-24T07:25:06,2020-12-24T17:36:47,Clear,Clear conditions throughout the day.,clear-day,220.59,68596717,214.33,222.03,213.6666,2.68
2020-12-28,"Austin, TX",75.0,54.8,64.7,75.0,54.8,64.7,56.6,76.4,0.0,,21.9,11.7,87.4,8.5,4.0,2020-12-28T07:26:36,2020-12-28T17:39:14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,221.23,96835690,224.8366,227.1333,220.2666,2.39
2020-12-29,"Austin, TX",75.3,62.8,67.3,75.3,62.8,67.3,58.6,74.5,0.005,rain,34.8,22.5,98.1,9.8,3.0,2020-12-29T07:26:55,2020-12-29T17:39:54,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,221.9966,68732437,220.3333,223.3,218.3333,2.4
2020-12-30,"Austin, TX",72.6,45.5,59.9,72.6,39.8,57.9,55.9,86.8,1.149,rain,30.7,19.9,94.7,8.2,3.0,2020-12-30T07:27:13,2020-12-30T17:40:35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,231.5933,128538073,224.0,232.2,222.7867,2.36
2020-12-31,"Austin, TX",44.5,37.6,40.8,38.9,31.9,35.3,37.6,88.3,1.806,rain,26.7,15.1,99.7,7.0,1.0,2020-12-31T07:27:29,2020-12-31T17:41:16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,235.2233,148949805,233.33,239.5733,230.3733,2.39
2021-01-04,"Austin, TX",76.9,40.1,56.9,76.9,38.2,56.8,37.9,54.7,0.0,,13.2,7.4,1.9,9.9,6.0,2021-01-04T07:28:16,2021-01-04T17:44:12,Clear,Clear conditions throughout the day.,clear-day,243.2566,145914585,239.82,248.1633,239.0631,2.6
2021-01-05,"Austin, TX",71.5,44.7,58.7,71.5,44.7,58.7,44.4,60.5,0.0,,20.6,9.7,34.0,9.9,6.0,2021-01-05T07:28:24,2021-01-05T17:44:58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,245.0366,96735520,241.22,246.9466,239.7333,2.77
2021-01-06,"Austin, TX",66.6,51.7,61.4,66.6,51.7,61.4,50.0,69.5,0.105,rain,41.4,17.7,62.9,8.3,5.0,2021-01-06T07:28:30,2021-01-06T17:45:45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,251.9933,134099923,252.83,258.0,249.7,2.76
2021-01-07,"Austin, TX",62.2,44.3,51.5,62.2,41.1,50.1,31.8,48.4,0.0,,27.7,13.2,0.3,9.9,6.0,2021-01-07T07:28:34,2021-01-07T17:46:32,Clear,Clear conditions throughout the day.,clear-day,272.0133,154496865,259.21,272.33,258.4,2.81
2021-01-08,"Austin, TX",52.7,36.7,44.0,52.7,34.9,42.0,33.9,68.7,0.0,,20.8,15.7,21.9,9.9,6.0,2021-01-08T07:28:37,2021-01-08T17:47:21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,293.34,225166613,285.3333,294.83,279.4633,2.77
2021-01-11,"Austin, TX",48.1,33.6,39.4,45.1,29.7,36.0,31.3,73.6,0.0,"rain,snow",21.3,9.5,44.4,9.9,4.0,2021-01-11T07:28:36,2021-01-11T17:49:49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,270.3966,178662468,283.1333,284.81,267.874,2.71
2021-01-12,"Austin, TX",50.8,29.8,39.2,50.8,27.9,38.7,30.3,72.9,0.0,,14.1,5.0,30.2,7.8,5.0,2021-01-12T07:28:32,2021-01-12T17:50:39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,283.1466,138812174,277.0,289.3333,275.78,2.89
2021-01-13,"Austin, TX",65.6,32.1,46.7,65.6,32.1,46.4,32.6,62.1,0.0,,18.1,10.8,1.4,9.8,6.0,2021-01-13T07:28:26,2021-01-13T17:51:30,Clear,Clear conditions throughout the day.,clear-day,284.8033,99937510,284.2533,286.8233,277.3333,2.82
2021-01-14,"Austin, TX",68.9,38.7,52.9,68.9,36.3,52.4,30.3,46.8,0.0,,35.8,20.0,2.3,9.9,6.0,2021-01-14T07:28:19,2021-01-14T17:52:21,Clear,Clear conditions throughout the day.,clear-day,281.6666,93798999,281.13,287.6666,279.5833,2.82
2021-01-15,"Austin, TX",59.4,40.4,49.4,59.4,36.3,47.8,15.7,28.5,0.0,,30.4,14.6,1.0,9.9,6.0,2021-01-15T07:28:10,2021-01-15T17:53:12,Clear,Clear conditions throughout the day.,clear-day,275.3866,116332812,284.0,286.6333,273.0333,2.86
2021-01-19,"Austin, TX",68.2,50.0,59.8,68.2,46.4,59.6,54.7,83.5,0.291,rain,29.8,12.4,99.7,9.1,1.0,2021-01-19T07:27:18,2021-01-19T17:56:41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,281.5166,76100948,279.2666,283.3333,277.6666,2.65
2021-01-20,"Austin, TX",54.4,48.8,50.6,54.4,45.5,49.2,44.5,79.9,0.067,rain,21.0,10.5,99.7,8.0,2.0,2021-01-20T07:27:01,2021-01-20T17:57:34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,283.4833,76997648,286.2466,286.5,279.0933,2.57
2021-01-21,"Austin, TX",65.9,50.0,57.6,65.9,50.0,57.6,53.2,85.7,0.007,rain,20.8,5.6,73.5,7.5,3.0,2021-01-21T07:26:42,2021-01-21T17:58:27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,281.6633,61794396,285.0,285.2399,280.4733,2.49
2021-01-22,"Austin, TX",77.4,53.2,61.4,77.4,53.2,61.4,53.3,77.5,0.012,rain,24.2,12.4,60.4,8.4,6.0,2021-01-22T07:26:21,2021-01-22T17:59:20,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,282.2133,60199506,278.1033,282.6666,276.2066,2.45
2021-01-25,"Austin, TX",75.8,50.1,67.2,75.8,50.1,67.2,46.9,54.4,0.053,rain,29.3,14.2,60.5,8.7,5.0,2021-01-25T07:25:10,2021-01-25T18:01:59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,293.6,123520212,285.0,300.1333,279.6067,2.63
2021-01-26,"Austin, TX",72.4,45.1,56.9,72.4,43.4,56.7,36.7,51.8,0.0,,24.2,12.9,14.1,9.9,6.0,2021-01-26T07:24:43,2021-01-26T18:02:52,Clear,Clear conditions throughout the day.,clear-day,294.3633,69394807,297.1266,298.6333,290.5333,2.73
2021-01-27,"Austin, TX",66.2,44.3,54.5,66.2,42.8,53.9,32.5,46.1,0.0,,28.6,17.6,36.2,9.9,6.0,2021-01-27T07:24:15,2021-01-27T18:03:45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,288.0533,82001888,290.1166,297.1666,286.22,2.77
2021-01-28,"Austin, TX",54.2,36.6,45.2,54.2,31.8,43.0,30.3,57.7,0.0,,16.8,9.6,18.1,9.8,6.0,2021-01-28T07:23:45,2021-01-28T18:04:37,Clear,Clear conditions throughout the day.,clear-day,278.4766,79134158,273.3333,282.6666,267.0,2.76
2021-01-29,"Austin, TX",68.2,36.2,52.7,68.2,36.2,52.7,40.9,65.8,0.0,,26.4,11.4,50.5,9.8,6.0,2021-01-29T07:23:13,2021-01-29T18:05:30,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,264.51,104972260,276.6666,280.8033,260.0333,2.68
2021-02-01,"Austin, TX",65.6,40.4,52.0,65.6,37.4,51.1,27.7,42.9,0.0,,20.8,11.3,4.5,9.9,7.0,2021-02-01T07:21:30,2021-02-01T18:08:07,Clear,Clear conditions throughout the day.,clear-day,279.9366,76174178,271.43,280.6666,265.1867,2.88
2021-02-02,"Austin, TX",68.0,39.7,52.8,68.0,39.7,52.8,29.7,45.1,0.0,,18.3,12.3,11.5,9.9,7.0,2021-02-02T07:20:53,2021-02-02T18:08:59,Clear,Clear conditions throughout the day.,clear-day,290.93,73038637,281.56,293.5,280.7335,3.24
2021-02-03,"Austin, TX",75.8,43.0,59.1,75.8,43.0,59.1,46.3,64.9,0.0,,29.9,20.5,12.0,9.6,6.0,2021-02-03T07:20:14,2021-02-03T18:09:50,Clear,Clear conditions throughout the day.,clear-day,284.8966,55030536,292.34,292.6933,284.3548,3.01
2021-02-04,"Austin, TX",84.1,56.6,67.6,82.0,56.6,67.4,50.6,58.3,0.0,,29.1,15.4,51.7,9.9,7.0,2021-02-04T07:19:34,2021-02-04T18:10:42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,283.33,47437985,285.0,285.5,277.8066,2.99
2021-02-05,"Austin, TX",58.7,45.8,52.0,58.7,41.6,50.9,36.2,55.5,0.05,rain,23.0,11.9,55.8,9.9,6.0,2021-02-05T07:18:52,2021-02-05T18:11:33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,284.0766,55699926,281.6666,288.2566,279.6566,3.49
2021-02-08,"Austin, TX",74.4,49.9,60.3,74.4,47.9,60.2,52.1,76.2,0.0,,26.6,12.6,65.8,8.1,4.0,2021-02-08T07:16:40,2021-02-08T18:14:04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,287.8066,60485166,289.89,292.59,284.9166,3.4
2021-02-09,"Austin, TX",64.1,47.6,56.0,64.1,44.3,55.4,48.4,76.6,0.0,,17.9,12.9,91.3,7.6,6.0,2021-02-09T07:15:53,2021-02-09T18:14:54,Overcast,Cloudy skies throughout the day.,cloudy,283.1533,45472955,285.04,286.6,280.5833,3.35
2021-02-10,"Austin, TX",47.6,37.3,41.2,45.4,29.4,35.7,38.4,89.6,0.048,rain,22.6,12.0,100.0,3.4,1.0,2021-02-10T07:15:05,2021-02-10T18:15:44,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,268.2733,108648281,281.2116,281.6066,266.6733,3.76
2021-02-11,"Austin, TX",37.3,31.1,33.3,30.4,21.8,25.1,29.4,85.4,0.45,"rain,snow",28.0,13.7,99.9,7.4,1.0,2021-02-11T07:14:16,2021-02-11T18:16:33,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,270.5533,64868256,270.8133,276.6266,267.2416,6.5
2021-02-12,"Austin, TX",32.3,29.4,30.7,24.7,17.3,21.5,26.0,82.7,0.0,,32.2,19.5,100.0,7.4,2.0,2021-02-12T07:13:26,2021-02-12T18:17:22,Overcast,Cloudy skies throughout the day.,cloudy,272.04,71304937,267.0866,272.4433,261.7768,6.12
2021-02-16,"Austin, TX",24.7,8.2,17.7,23.3,1.0,12.3,6.5,61.8,0.0,,13.9,7.5,42.7,9.2,6.0,2021-02-16T07:09:54,2021-02-16T18:20:33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,265.4066,59406966,272.6666,273.6666,264.1466,11.32
2021-02-17,"Austin, TX",31.2,23.9,29.4,28.0,16.2,21.1,27.4,92.1,0.806,"rain,snow",27.7,18.7,98.7,4.9,1.0,2021-02-17T07:08:58,2021-02-17T18:21:20,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,266.05,78236708,259.6966,266.6133,254.0033,23.86
2021-02-18,"Austin, TX",32.6,26.4,28.9,25.6,13.9,19.8,23.1,79.0,0.009,"rain,snow",28.9,16.4,86.2,8.6,2.0,2021-02-18T07:08:01,2021-02-18T18:22:06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,262.46,53871185,260.3,264.8966,258.7566,8.56
2021-02-19,"Austin, TX",42.6,21.3,30.9,42.6,15.1,28.0,22.8,71.9,0.0,,16.6,6.7,9.7,9.5,8.0,2021-02-19T07:07:03,2021-02-19T18:22:52,Clear,Clear conditions throughout the day.,clear-day,260.4333,56874786,265.0,265.5966,259.1233,4.96
2021-02-22,"Austin, TX",74.4,42.2,58.7,74.4,41.7,58.4,34.2,44.7,0.0,,18.3,9.4,8.7,9.9,8.0,2021-02-22T07:04:05,2021-02-22T18:25:08,Clear,Clear conditions throughout the day.,clear-day,238.1666,111809171,254.2133,256.1666,236.7333,3.16
2021-02-23,"Austin, TX",78.7,45.9,62.9,78.7,45.9,62.9,44.2,51.6,0.0,,31.8,13.8,8.7,9.9,7.0,2021-02-23T07:03:03,2021-02-23T18:25:53,Clear,Clear conditions throughout the day.,clear-day,232.9466,199820660,220.71,237.8699,206.3333,2.94
2021-02-24,"Austin, TX",83.6,64.3,71.6,82.8,64.3,71.5,56.0,60.6,0.0,,25.1,11.3,74.2,9.9,8.0,2021-02-24T07:02:01,2021-02-24T18:26:37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,247.34,110300861,237.2833,248.3333,231.39,2.8
2021-02-25,"Austin, TX",65.7,51.6,56.4,65.7,51.6,56.4,44.6,67.5,0.025,rain,21.9,12.5,99.8,6.9,1.0,2021-02-25T07:00:58,2021-02-25T18:27:21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,227.4066,117071592,242.05,245.7355,223.5266,2.72
2021-02-26,"Austin, TX",60.1,47.4,53.4,60.1,44.5,52.8,47.8,81.7,0.038,rain,20.4,8.8,99.8,8.7,2.0,2021-02-26T06:59:54,2021-02-26T18:28:04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,225.1666,123267522,233.3333,235.5666,219.8366,2.66
2021-03-01,"Austin, TX",58.3,49.6,53.1,58.3,44.6,52.9,41.5,64.9,0.106,rain,35.0,17.2,100.0,9.9,2.0,2021-03-01T06:56:39,2021-03-01T18:30:12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,239.4766,81408728,230.0366,290.6666,228.35,2.7
2021-03-02,"Austin, TX",66.5,44.9,54.4,66.5,41.9,53.8,33.9,49.7,0.0,,24.2,14.5,19.1,9.9,8.0,2021-03-02T06:55:32,2021-03-02T18:30:54,Clear,Clear conditions throughout the day.,clear-day,228.8133,71196487,239.4266,240.37,228.3333,2.87
2021-03-03,"Austin, TX",71.9,38.3,55.6,71.9,38.3,55.6,36.6,52.9,0.0,,17.2,10.4,4.4,9.9,8.0,2021-03-03T06:54:25,2021-03-03T18:31:36,Clear,Clear conditions throughout the day.,clear-day,217.7333,90623889,229.33,233.5666,217.235,2.86
2021-03-04,"Austin, TX",76.0,45.7,61.3,76.0,45.7,61.3,44.7,56.7,0.0,,25.3,14.5,8.9,9.9,8.0,2021-03-04T06:53:18,2021-03-04T18:32:17,Clear,Clear conditions throughout the day.,clear-day,207.1466,197758610,218.6,291.3133,200.0,2.79
2021-03-05,"Austin, TX",79.3,56.5,65.7,79.3,56.5,65.7,46.1,56.0,0.0,,33.6,18.1,50.9,9.5,8.0,2021-03-05T06:52:09,2021-03-05T18:32:58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,199.3166,268189407,208.6866,209.2806,179.83,2.72
2021-03-08,"Austin, TX",71.7,45.6,59.6,71.7,45.6,59.6,43.8,57.3,0.0,,20.8,10.8,63.8,9.9,6.0,2021-03-08T06:48:41,2021-03-08T18:35:00,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,187.6666,155360896,200.1833,206.7083,186.2633,2.67
2021-03-09,"Austin, TX",76.7,56.7,65.9,76.7,56.7,65.9,53.9,67.3,0.0,,30.0,18.3,86.2,8.6,5.0,2021-03-09T06:47:31,2021-03-09T18:35:39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,224.5266,202570010,202.7266,226.03,198.4033,2.62
2021-03-10,"Austin, TX",81.6,64.1,71.0,81.3,64.1,71.0,58.2,65.6,0.0,,33.7,17.7,86.3,9.9,5.0,2021-03-10T06:46:21,2021-03-10T18:36:19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,222.6866,181817028,233.4333,239.2833,218.3533,2.62
2021-03-11,"Austin, TX",80.2,69.1,73.1,81.0,69.1,73.1,61.5,67.9,0.0,,30.5,16.8,87.1,9.8,4.0,2021-03-11T06:45:10,2021-03-11T18:36:58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,233.2,108761681,233.1333,234.1666,225.7266,2.7
2021-03-12,"Austin, TX",80.5,69.1,73.9,81.9,69.1,74.1,62.8,69.6,0.0,,31.2,15.4,95.2,9.5,3.0,2021-03-12T06:43:58,2021-03-12T18:37:37,Overcast,Cloudy skies throughout the day.,cloudy,231.2433,100751530,223.3333,231.6266,222.0464,2.65
2021-03-15,"Austin, TX",85.3,46.0,65.8,82.1,46.0,65.0,41.0,49.3,0.0,,21.6,10.0,8.7,9.9,8.0,2021-03-15T07:40:23,2021-03-15T19:39:33,Clear,Clear conditions throughout the day.,clear-day,235.98,88270449,231.3633,237.7266,228.0133,2.58
